-5.340334905666666021e-01 1.052052565855808169e-01
-5.083693736999999047e-01 1.980530703341251975e-01
-4.827052568333333182e-01 2.794340677564104980e-01
-4.570411399666666208e-01 4.169245353576722657e-01
-4.313770230999999233e-01 5.570868824912662554e-01
-4.057129062333333369e-01 6.639620637845548012e-01
-3.800487893666666395e-01 6.431436690951329860e-01
-3.543846724999999420e-01 7.588137871823483760e-01
-3.287205556333333556e-01 8.783803962542148236e-01
-3.030564387666666581e-01 1.006073972236925185e+00
-2.773923218999999607e-01 1.080329957572991217e+00
-2.517282050333333743e-01 1.235744283703648305e+00
-2.260640881666666768e-01 1.387707432105042660e+00
-2.003999713000000071e-01 1.584424562673001802e+00
-1.747358544333333374e-01 1.887460232965013418e+00
-1.490717375666666678e-01 2.620779836276358576e+00
-1.234076207000000258e-01 4.470165785905638955e+00
-9.774350383333335612e-02 5.135352461142512759e+00
-7.207938696666668643e-02 4.129723802160976120e+00
-4.641527010000001674e-02 2.393447419400427378e+00
-2.075115323333337480e-02 1.878665296171087462e+00
4.912963633333267133e-03 1.475656800044311767e+00
3.057708049999996458e-02 1.138777322342758413e+00
5.624119736666660652e-02 9.052105198913843465e-01
8.190531423333324845e-02 7.027043170033721031e-01
1.075694310999999459e-01 5.215731503740174135e-01
1.332335479666666433e-01 3.640435862802640643e-01
1.588976648333332853e-01 2.813266490918125973e-01
1.845617816999999272e-01 1.682170822230822371e-01
2.102258985666666247e-01 1.155587897733681979e-01
